callsign,icao24,latitude,longitude,on_ground,origin_country,velocity,baro_alt,vertical_rate,category,geo_altitude,airline_code,velocity_knots,vertical_rate_fpm,baro_alt_fpm
AWG4409,4a12ae,37.2104,30.7983,False,Romania,223.79,10972.8,0.0,0,11612.88,AWG,435.01195,0.0,10972.8
PG76TF,4b8e47,38.9109,34.5302,False,Turkey,204.89,7322.82,0.0,0,7726.68,,398.27338,0.0,7322.82
PGT68WZ,4b8e45,37.5128,28.7512,False,Turkey,193.92,5394.96,-11.05,0,5775.96,PGT,376.94945,-2175.1925,5394.96
TKJ14N,4ba8f2,38.0243,31.1947,False,Turkey,228.74,8534.4,0.0,0,9044.94,TKJ,444.63396,0.0,8534.4
TKJ7AJ,4ba8d5,36.9169,30.812,False,Turkey,89.18,281.94,18.21,0,289.56,TKJ,173.35165,3584.6385,281.94
TCCML,4b8dac,39.285,26.7888,False,Turkey,53.23,632.46,0.98,0,739.14,TCC,103.4706,192.91299999999998,632.46
THY8,4ba94c,41.2853,28.1017,False,Turkey,138.98,3009.9,0.65,0,3238.5,THY,270.15488,127.9525,3009.9
RLA9646,1506ad,38.2669,29.8343,False,Russian Federation,237.2,10180.32,2.28,0,10797.54,RLA,461.07885,448.8179999999999,10180.32
THY6,4ba945,40.9689,28.2582,False,Turkey,131.51,1874.52,-4.88,0,2057.4,THY,255.6344,-960.6279999999999,1874.52
THY975,4ba993,37.0747,31.9664,False,Turkey,217.21,10782.3,5.2,0,11407.14,THY,422.22149,1023.62,10782.3
THY6802,4ba99a,41.1937,40.9033,False,Turkey,65.82,213.36,-3.9,0,289.56,THY,127.94355,-767.7149999999999,213.36
TKJ68A,4ba975,41.0318,39.6711,False,Turkey,83.78,563.88,-4.88,0,624.84,TKJ,162.85492,-960.6279999999999,563.88
TWB403,71c227,41.2138,41.5648,False,Republic of Korea,214.41,12192.0,0.0,0,12748.26,TWB,416.77873,0.0,12192.0
KAL945,71c218,41.7173,44.1825,False,Republic of Korea,230.52,10363.2,0.0,1,10835.64,KAL,448.094,0.0,10363.2
THY7LN,4ba914,38.2396,30.2026,False,Turkey,247.67,10668.0,0.0,0,11285.22,THY,481.43085,0.0,10668.0
KAL907,71c275,41.2889,42.6592,False,Republic of Korea,217.59,10363.2,0.0,1,10828.02,KAL,422.96015,0.0,10363.2
TKJ317,4ba903,40.8666,29.2195,False,Turkey,114.62,762.0,10.08,0,838.2,TKJ,222.80294,1984.248,762.0
TKJ56F,4ba904,40.8544,38.1516,False,Turkey,237.64,11277.6,0.33,0,11148.06,TKJ,461.93414,64.9605,11277.6
EWG90Y,503e9b,37.0632,26.9717,False,Lithuania,143.84,2545.08,7.48,0,2743.2,EWG,279.60195,1472.438,2545.08
SEH010,46cd38,36.8133,25.8382,False,Greece,147.77,3368.04,-5.85,0,3611.88,SEH,287.24124,-1151.5725,3368.04
AAR501,71c359,41.3053,36.3967,False,Republic of Korea,224.51,11582.4,-0.33,0,12077.7,AAR,436.41152,-64.9605,11582.4
LOT6VN,48e95f,40.0256,27.9917,False,Poland,253.74,11277.6,0.0,0,11902.44,LOT,493.22996,0.0,11277.6
KAL937,71c391,41.1988,41.0979,False,Republic of Korea,232.78,10972.8,-0.33,0,11460.48,KAL,452.48708,-64.9605,10972.8
EXS82YD,407e4e,40.8064,29.4836,False,United Kingdom,211.14,10363.2,0.0,0,10911.84,EXS,410.42238,0.0,10363.2
BCS517,440670,41.1006,38.6131,False,Austria,244.8,9753.6,0.0,0,10180.32,BCS,475.85203,0.0,9753.6
RWZ1118,155c40,41.3086,40.1194,False,Russian Federation,263.89,10668.0,-0.33,0,11201.4,RWZ,512.95994,-64.9605,10668.0
AFR253,39cf06,40.8344,43.8487,False,France,216.69,12192.0,-0.33,0,12771.12,AFR,421.21069,-64.9605,12192.0
QTR4N,06a095,36.7648,35.1476,False,Qatar,261.11,9563.1,-1.95,0,10119.36,QTR,507.55606,-383.85749999999996,9563.1
AHY8042,503d74,39.9791,37.3387,False,Lithuania,235.3,10660.38,0.0,0,10995.66,AHY,457.38555,0.0,10660.38
TVL5303,49d13f,37.1463,30.8717,False,Czech Republic,140.95,2430.78,13.98,0,2575.56,TVL,273.98425,2751.963,2430.78
AZO6215,155c05,37.156,31.0973,False,Russian Federation,171.73,3924.3,-2.6,0,4183.38,AZO,333.81564,-511.81,3924.3
AZO3053,155c06,36.5422,31.4989,False,Russian Federation,177.6,6233.16,-7.8,0,6637.02,AZO,345.22598,-1535.4299999999998,6233.16
STW248,4b9e45,40.6119,27.5897,False,Turkey,245.01,10660.38,0.0,0,11262.36,STW,476.26024,0.0,10660.38
STW322,4b9e4f,36.9587,31.4505,False,Turkey,94.66,2346.96,-1.95,0,1082.04,STW,184.00389,-383.85749999999996,2346.96
STW198,4b9e4b,36.8643,30.9321,False,Turkey,137.27,2346.96,-9.43,0,2514.6,STW,266.83092,-1856.2955,2346.96
BRU8194,510115,37.7811,34.3591,False,Belarus,243.48,10058.4,0.0,0,10607.04,BRU,473.28616,0.0,10058.4
BRU748,51012d,39.8345,37.0003,False,Belarus,239.8,10668.0,0.0,0,11163.3,BRU,466.13283,0.0,10668.0
EZY76EZ,407f61,36.7724,30.7752,False,United Kingdom,93.17,716.28,-4.23,0,777.24,EZY,181.10757,-832.6755,716.28
RYS6,48c138,39.9554,30.0215,False,Poland,221.45,10363.2,0.0,0,10934.7,RYS,430.46337,0.0,10363.2
RYS79,48c134,41.8456,29.2689,False,Poland,210.37,10972.8,0.33,0,11529.06,RYS,408.92562,64.9605,10972.8
ESW080,600bcb,37.1176,27.5325,False,Azerbaijan,179.93,4472.94,13.33,0,4777.74,ESW,349.75513,2624.0105,4472.94
ESW550,600bca,41.2923,40.404,False,Azerbaijan,230.48,12565.38,0.33,0,12717.78,ESW,448.01624,64.9605,12565.38
PGT2DY,4bb846,40.095,26.4772,False,Turkey,255.38,11277.6,0.0,0,11894.82,PGT,496.41786,0.0,11277.6
PGT663T,4bb847,38.6729,35.4186,False,Turkey,239.36,11285.22,0.0,0,11864.34,PGT,465.27754,0.0,11285.22
PGT76LZ,4bb856,40.7125,28.5753,False,Turkey,171.72,5257.8,5.2,0,5585.46,PGT,333.7962,1023.62,5257.8
PGT60NC,4bb84f,38.2302,26.671,False,Turkey,147.63,3794.76,-8.45,0,4191.0,PGT,286.9691,-1663.3824999999997,3794.76
PGT25MB,4bb84a,42.288,27.1898,False,Turkey,206.21,10972.8,0.0,0,11544.3,PGT,400.83925,0.0,10972.8
PGT38BF,4bb868,42.1993,26.6113,False,Turkey,206.17,11574.78,0.0,0,12161.52,PGT,400.76149,0.0,11574.78
PGT5678,4bb866,36.7351,30.6611,False,Turkey,135.42,1676.4,-0.98,0,1790.7,PGT,263.23481,-192.91299999999998,1676.4
PGT528F,4bb86a,40.4311,30.3502,False,Turkey,198.0,5318.76,-13.0,0,5783.58,PGT,384.88032,-2559.0499999999997,5318.76
PGT85J,4bb879,38.8651,30.7298,False,Turkey,222.44,10363.2,0.0,0,10972.8,PGT,432.38777,0.0,10363.2
PGT6275,4bb875,40.4638,29.6051,False,Turkey,221.29,10317.48,2.93,0,10904.22,PGT,430.15235,576.7705,10317.48
PGT838F,4bb876,37.2149,27.8167,False,Turkey,69.82,845.82,-4.55,0,929.64,PGT,135.71891,-895.6674999999999,845.82
QTR69N,06a13c,36.7397,35.2481,False,Qatar,272.97,10668.0,0.0,0,11254.74,QTR,530.61,0.0,10668.0
SAS7372,4acaa5,36.5616,26.9926,False,Sweden,218.03,5509.26,7.15,0,5905.5,SAS,423.81544,1407.4775,5509.26
TCFUN,4b9aae,41.8418,40.748,False,Turkey,78.36,2598.42,0.0,0,2758.44,TCF,152.3193,0.0,2598.42
EXS11KE,40803c,41.744,27.9369,False,United Kingdom,208.66,10972.8,0.0,0,11551.92,EXS,405.60165,0.0,10972.8
EJU15ZP,440cbe,41.4763,41.608,False,Austria,208.12,10363.2,0.0,0,10805.16,EJU,404.55198,0.0,10363.2
DLH680,3c64a8,38.9461,28.0707,False,Germany,253.69,10668.0,0.33,0,11300.46,DLH,493.13277,64.9605,10668.0
DLH1299,3c648a,41.4593,28.7732,False,Germany,135.52,1897.38,5.2,0,2026.92,DLH,263.4292,1023.62,1897.38
AFL804,151dd7,39.7853,36.4805,False,Russian Federation,212.5,10363.2,0.0,0,10896.6,AFL,413.066,0.0,10363.2
SDM5955,151dfb,36.8784,32.8088,False,Russian Federation,212.13,10538.46,3.58,0,11148.06,SDM,412.34678,704.723,10538.46
PBD836,151e53,40.5719,36.2574,False,Russian Federation,231.91,11277.6,0.0,0,11803.38,PBD,450.79593,0.0,11277.6
AFL905,151da6,37.7968,34.378,False,Russian Federation,238.39,10668.0,0.0,0,11247.12,AFL,463.39202,0.0,10668.0
WUK759,408041,42.2319,27.2938,False,United Kingdom,212.79,8229.6,4.55,0,8724.9,WUK,413.62971,895.6674999999999,8229.6
EXS95T,408032,40.0406,29.976,False,United Kingdom,218.4,10980.42,0.0,0,11590.02,EXS,424.53466,0.0,10980.42
N905TF,ac836e,42.0861,27.1744,False,United States,243.64,9753.6,0.33,0,10287.0,,473.59718,64.9605,9753.6
PBD840,151e1b,37.1085,32.2678,False,Russian Federation,226.34,8069.58,6.5,0,8549.64,PBD,439.96875,1279.5249999999999,8069.58
PBD980,151e1f,39.7507,38.0028,False,Russian Federation,238.44,11277.6,0.0,0,11795.76,PBD,463.48921,0.0,11277.6
AFL2121,151d89,37.0797,27.7936,False,Russian Federation,195.11,4808.22,7.8,0,5120.64,AFL,379.26262,1535.4299999999998,4808.22
THY3HM,4baad9,40.9615,29.0783,False,Turkey,133.53,2232.66,-5.2,0,2423.16,THY,259.56096,-1023.62,2232.66
AFL400,151d95,37.1027,30.9963,False,Russian Federation,221.13,11277.6,0.0,0,11925.3,AFL,429.84134,0.0,11277.6
THY6TMD,4bab46,41.1969,28.729,False,Turkey,68.94,419.1,-2.93,0,518.16,THY,134.00833,-576.7705,419.1
TKJ83U,4bab53,37.7932,31.3473,False,Turkey,233.1,10363.2,0.33,0,10957.56,TKJ,453.1091,64.9605,10363.2
IRB9708,733491,39.5161,39.519,False,Islamic Republic of Iran,242.52,10675.62,0.33,0,,IRB,471.42008,64.9605,10675.62
IRB9734,733495,40.6609,30.2487,False,Islamic Republic of Iran,259.43,10058.4,0.65,0,10584.18,IRB,504.29041,127.9525,10058.4
THY640,4bab21,41.043,26.891,False,Turkey,184.86,7010.4,0.33,0,7444.74,THY,359.33826,64.9605,7010.4
THY8SW,4bab22,40.8962,28.9113,False,Turkey,203.44,5379.72,16.58,0,5715.0,THY,395.45481,3263.7729999999997,5379.72
THY1MA,4baa44,39.1875,29.1262,False,Turkey,232.29,9136.38,0.0,0,9692.64,THY,451.53459,0.0,9136.38
,4baa46,40.9851,30.3075,False,Turkey,160.0,5935.98,-4.55,0,6278.88,,311.0144,-895.6674999999999,5935.98
THY2522,4baa0d,37.4313,28.301,False,Turkey,151.5,3078.48,-5.85,0,3314.7,THY,294.49176,-1151.5725,3078.48
THY4KQ,4baa0b,41.3239,29.296,False,Turkey,147.13,906.78,0.0,0,3238.5,THY,285.99718,0.0,906.78
THY1QU,4baa0c,39.0991,30.3581,False,Turkey,221.55,10370.82,0.0,0,10980.42,THY,430.65775,0.0,10370.82
THY2PL,4baa81,40.7999,27.9166,False,Turkey,183.72,7178.04,6.5,0,7589.52,THY,357.12228,1279.5249999999999,7178.04
THY9UH,4baa66,41.8962,27.635,False,Turkey,216.86,7924.8,7.8,0,8382.0,THY,421.54114,1535.4299999999998,7924.8
,4baa63,41.3596,28.8073,False,Turkey,110.64,922.02,4.23,0,822.96,,215.06646,832.6755,922.02
THY4DT,4baa4f,41.1452,27.9359,False,Turkey,125.83,2705.1,0.0,0,2910.84,THY,244.59339,0.0,2705.1
THY5AW,4baa6c,41.252,28.728,False,Turkey,66.38,114.3,-2.93,0,205.74,THY,129.0321,-576.7705,114.3
THY6YS,4baa79,40.4309,27.5148,False,Turkey,199.64,4625.34,-21.46,0,5052.06,THY,388.06822,-4224.401,4625.34
VKG405,45d066,37.9216,25.67,False,Denmark,221.79,10896.6,3.9,4,11559.54,VKG,431.12427,767.7149999999999,10896.6
KLM898,48436f,41.0695,40.3137,False,Kingdom of the Netherlands,243.86,10972.8,0.0,0,10828.02,KLM,474.02482,0.0,10972.8
TKJ5PY,4bbd04,38.5157,28.4452,False,Turkey,167.03,7269.48,-5.53,0,7757.16,TKJ,324.6796,-1088.5805,7269.48
TKJ8NZ,4bbd02,37.3561,27.3851,False,Turkey,145.89,2232.66,13.0,0,2400.3,TKJ,283.58682,2559.0499999999997,2232.66
YRSIL,4a4d2c,40.8073,38.1893,False,Romania,228.56,12184.38,-0.33,0,12725.4,YRS,444.28407,-64.9605,12184.38
THY1NQ,4baa08,38.9396,28.9125,False,Turkey,232.0,9761.22,0.0,0,10332.72,THY,450.97088,0.0,9761.22
THY5TD,4baa10,37.3157,31.955,False,Turkey,255.74,11269.98,0.33,0,11925.3,THY,497.11764,64.9605,11269.98
THY3FZ,4baa0a,41.1152,28.7306,False,Turkey,73.58,899.16,-4.88,0,1021.08,THY,143.02775,-960.6279999999999,899.16
AWG724T,4a04e3,41.0776,28.7111,False,Romania,89.53,876.3,0.0,0,998.22,AWG,174.032,0.0,876.3
CHH438,7811f9,40.9849,29.9394,False,China,273.12,10660.38,0.0,0,11224.26,CHH,530.90158,0.0,10660.38
KAC101,706059,42.0337,29.4409,False,Kuwait,221.56,10363.2,0.0,0,10896.6,KAC,430.67719,0.0,10363.2
TCSVN,4bcece,37.8973,26.3439,False,Turkey,229.03,11582.4,0.33,0,12245.34,TCS,445.19768,64.9605,11582.4
KAC192,706069,41.3104,44.2249,False,Kuwait,194.69,7673.34,8.78,0,8069.58,KAC,378.44621,1728.3429999999998,7673.34
SXS8FR,4bceb5,38.955,27.3594,False,Turkey,167.95,7048.5,-2.93,0,7505.7,SXS,326.46793,-576.7705,7048.5
KAC156,70605d,40.3798,29.0814,False,Kuwait,256.41,7635.24,8.45,0,8092.44,KAC,498.42001,1663.3824999999997,7635.24
ISR885,4a0483,37.6744,34.2332,False,Romania,246.39,10972.8,0.33,0,11567.16,ISR,478.94274,64.9605,10972.8
IRM117,7335b5,39.4588,39.5754,False,Islamic Republic of Iran,260.57,11292.84,-0.33,0,11811.0,IRM,506.50639,-64.9605,11292.84
CES704,781393,41.3887,28.9996,False,China,160.22,2918.46,10.08,0,3032.76,CES,311.44204,1984.248,2918.46
